0  131.413793103
24.4121212121  131.413793103
50.1090909091  131.413793103
75.8060606061  130.137931034
105.357575758  127.586206897
137.478787879  125.034482759
151.612121212  121.206896552
174.739393939  113.551724138
190.157575758  103.344827586
199.151515152  90.5862068966
203.006060606  80.3793103448
204.290909091  71.4482758621
204.290909091  62.5172413793
206.860606061  47.2068965517
208.145454545  37
208.145454545  24.2413793103
208.145454545  8.93103448276
208.145454545  -5.10344827586
209.43030303  -15.3103448276
209.43030303  -26.7931034483
206.860606061  -39.5517241379
205.575757576  -57.4137931034
206.860606061  -76.5517241379
206.860606061  -90.5862068966
206.860606061  -121.206896552
205.575757576  -137.793103448
206.860606061  -159.482758621
205.575757576  -188.827586207
208.145454545  -225.827586207
210.715151515  -261.551724138
213.284848485  -288.344827586
213.284848485  -318.965517241
213.284848485  -335.551724138
213.284848485  -347.034482759
214.56969697  -355.965517241
214.56969697  -359.793103448
214.56969697  -362.344827586
214.56969697  -364.896551724
214.56969697  -372.551724138
214.56969697  -380.206896552
214.56969697  -387.862068966
213.284848485  -392.965517241
214.56969697  -395.517241379
217.139393939  -396.793103448
219.709090909  -396.793103448
222.278787879  -392.965517241
222.278787879  -380.206896552
220.993939394  -354.689655172
220.993939394  -334.275862069
220.993939394  -308.75862069
220.993939394  -279.413793103
220.993939394  -252.620689655
218.424242424  -211.793103448
219.709090909  -178.620689655
219.709090909  -146.724137931
220.993939394  -107.172413793
218.424242424  -61.2413793103
219.709090909  -35.724137931
217.139393939  -26.7931034483
215.854545455  -12.7586206897
214.56969697  2.55172413793
214.56969697  17.8620689655
215.854545455  34.4482758621
217.139393939  56.1379310345
214.56969697  70.1724137931
215.854545455  80.3793103448
222.278787879  93.1379310345
233.842424242  105.896551724
244.121212121  113.551724138
258.254545455  118.655172414
277.527272727  123.75862069
292.945454545  126.310344828
319.927272727  128.862068966
340.484848485  130.137931034
362.327272727  131.413793103
388.024242424  130.137931034
413.721212121  131.413793103
439.418181818  131.413793103
